Period,Export Services,Service Origin Geography,Service Destination,Flow Directions,Value,Marker
year/2017,all-services,http://data.europa.eu/nuts/code/UKE22,all,exports,944.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE31,eu,exports,312.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE31,rest-of-world,exports,377.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE31,all,exports,689.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE32,eu,exports,462.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE32,rest-of-world,exports,677.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE32,all,exports,1138.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE41,eu,exports,425.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE41,rest-of-world,exports,572.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE41,all,exports,997.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE42,eu,exports,1204.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE42,rest-of-world,exports,1711.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE42,all,exports,2914.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE44,eu,exports,384.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE44,rest-of-world,exports,504.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE44,all,exports,888.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE45,eu,exports,222.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE45,rest-of-world,exports,188.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKE45,all,exports,410.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF11,eu,exports,179.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF11,rest-of-world,exports,266.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF11,all,exports,445.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF12,eu,exports,148.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF12,rest-of-world,exports,200.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF12,all,exports,348.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF13,eu,exports,174.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF13,rest-of-world,exports,251.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF13,all,exports,425.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF14,eu,exports,431.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF14,rest-of-world,exports,648.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF14,all,exports,1079.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF15,eu,exports,248.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF15,rest-of-world,exports,221.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF15,all,exports,469.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF16,eu,exports,163.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF16,rest-of-world,exports,181.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF16,all,exports,344.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF21,eu,exports,282.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF21,rest-of-world,exports,477.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF21,all,exports,759.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF22,eu,exports,621.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF22,rest-of-world,exports,693.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF22,all,exports,1315.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF24,eu,exports,592.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF24,rest-of-world,exports,621.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF24,all,exports,1213.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF25,eu,exports,162.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF25,rest-of-world,exports,227.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF25,all,exports,389.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF30,eu,exports,335.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF30,rest-of-world,exports,428.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKF30,all,exports,763.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG11,eu,exports,111.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG11,rest-of-world,exports,106.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG11,all,exports,217.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG12,eu,exports,426.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG12,rest-of-world,exports,457.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG12,all,exports,883.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG13,eu,exports,683.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG13,rest-of-world,exports,803.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG13,all,exports,1485.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG21,eu,exports,219.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG21,rest-of-world,exports,265.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG21,all,exports,484.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG22,eu,exports,119.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG22,rest-of-world,exports,142.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG22,all,exports,260.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG23,eu,exports,507.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG23,rest-of-world,exports,789.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG23,all,exports,1296.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG24,eu,exports,485.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG24,rest-of-world,exports,535.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG24,all,exports,1020.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG31,eu,exports,1105.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG31,rest-of-world,exports,1730.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG31,all,exports,2835.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG32,eu,exports,373.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG32,rest-of-world,exports,430.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG32,all,exports,803.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG33,eu,exports,354.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG33,rest-of-world,exports,490.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG33,all,exports,844.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG36,eu,exports,134.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG36,rest-of-world,exports,146.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG36,all,exports,280.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG37,eu,exports,118.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG37,rest-of-world,exports,146.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG37,all,exports,265.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG38,eu,exports,200.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG38,rest-of-world,exports,264.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG38,all,exports,463.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG39,eu,exports,176.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG39,rest-of-world,exports,216.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKG39,all,exports,393.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH11,eu,exports,489.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH11,rest-of-world,exports,437.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH11,all,exports,926.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH12,eu,exports,1234.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH12,rest-of-world,exports,2198.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH12,all,exports,3432.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH14,eu,exports,676.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH14,rest-of-world,exports,1084.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH14,all,exports,1760.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH15,eu,exports,508.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH15,rest-of-world,exports,726.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH15,all,exports,1235.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH16,eu,exports,115.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH16,rest-of-world,exports,162.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH16,all,exports,277.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH17,eu,exports,103.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH17,rest-of-world,exports,145.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH17,all,exports,249.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH21,eu,exports,416.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH21,rest-of-world,exports,563.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH21,all,exports,979.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH23,eu,exports,1690.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH23,rest-of-world,exports,2070.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH23,all,exports,3760.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH24,eu,exports,83.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH24,rest-of-world,exports,142.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH24,all,exports,225.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH25,eu,exports,153.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH25,rest-of-world,exports,158.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH25,all,exports,311.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH31,eu,exports,66.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH31,rest-of-world,exports,79.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH31,all,exports,144.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH32,eu,exports,104.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH32,rest-of-world,exports,129.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH32,all,exports,232.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH34,eu,exports,338.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH34,rest-of-world,exports,517.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH34,all,exports,855.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH35,eu,exports,329.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH35,rest-of-world,exports,446.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH35,all,exports,775.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH36,eu,exports,366.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH36,rest-of-world,exports,684.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH36,all,exports,1050.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH37,eu,exports,589.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH37,rest-of-world,exports,648.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKH37,all,exports,1237.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI31,eu,exports,14398.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI31,rest-of-world,exports,22544.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI31,all,exports,36942.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI32,eu,exports,9500.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI32,rest-of-world,exports,15315.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI32,all,exports,24815.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI33,eu,exports,2255.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI33,rest-of-world,exports,3011.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI33,all,exports,5266.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI34,eu,exports,249.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI34,rest-of-world,exports,472.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI34,all,exports,722.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI41,eu,exports,825.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI41,rest-of-world,exports,1116.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI41,all,exports,1941.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI42,eu,exports,5203.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI42,rest-of-world,exports,8585.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI42,all,exports,13789.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI43,eu,exports,2389.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI43,rest-of-world,exports,5122.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI43,all,exports,7511.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI44,eu,exports,1285.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI44,rest-of-world,exports,2347.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI44,all,exports,3632.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI45,eu,exports,678.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI45,rest-of-world,exports,1747.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI45,all,exports,2425.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI51,eu,exports,234.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI51,rest-of-world,exports,305.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI51,all,exports,539.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI52,eu,exports,352.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI52,rest-of-world,exports,702.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI52,all,exports,1054.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI53,eu,exports,154.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI53,rest-of-world,exports,194.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI53,all,exports,348.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI54,eu,exports,175.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI54,rest-of-world,exports,320.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI54,all,exports,495.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI61,eu,exports,214.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI61,rest-of-world,exports,361.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI61,all,exports,574.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI62,eu,exports,199.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI62,rest-of-world,exports,300.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI62,all,exports,499.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI63,eu,exports,691.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI63,rest-of-world,exports,928.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI63,all,exports,1619.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI71,eu,exports,212.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI71,rest-of-world,exports,248.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI71,all,exports,460.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI72,eu,exports,551.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI72,rest-of-world,exports,623.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI72,all,exports,1174.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI73,eu,exports,1165.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI73,rest-of-world,exports,516.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI73,all,exports,1681.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI74,eu,exports,1836.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI74,rest-of-world,exports,1436.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI74,all,exports,3272.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI75,eu,exports,4060.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI75,rest-of-world,exports,3764.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKI75,all,exports,7824.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKJ11,eu,exports,4778.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKJ11,rest-of-world,exports,4459.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKJ11,all,exports,9236.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKJ12,eu,exports,903.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKJ12,rest-of-world,exports,1141.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKJ12,all,exports,2044.0,
year/2017,all-services,http://data.europa.eu/nuts/code/UKJ13,eu,exports,902.0,
